Date/Time		 Flow rate(obs)[L/s]	 Heat inlet(tot)[W]	 Heat inlet(fric)[W]	 Heat inlet(elec)[W]	 Temperature 1(obs)[K]	 Temperature 2(obs)[K]	 Pressure drop[Pa]	 V_SCR		 V_pump		 V_S		 V_G		 V_R1		 V_R2		 V_flow		 V_deltaPressure	 (no signal)V_Q_elec
07/19/17 11:53:17 AM	 0.000013		 0.057124		 0.000018		 0.000000		 294.390692		 295.429596		 1372.987435		 0.000000	 0.000000	 4.623983	 0.010240	 1.677373	 1.724721	 0.010387	 0.050067		 1.225301
07/19/17 11:53:18 AM	 0.000026		 0.110514		 0.000035		 0.000000		 294.387840		 295.424532		 1372.056643		 0.000000	 0.000000	 4.624073	 0.010240	 1.677270	 1.724513	 0.010525	 0.050040		 1.222368
07/19/17 11:53:19 AM	 0.000016		 0.070078		 0.000022		 0.000000		 294.393468		 295.434308		 1372.918488		 0.000000	 0.000000	 4.623416	 0.010240	 1.677300	 1.724735	 0.010420	 0.050065		 1.222259
07/19/17 11:53:19 AM	 0.000012		 0.054128		 0.000017		 0.000000		 294.392286		 295.433372		 1372.297959		 0.000000	 0.000000	 4.623076	 0.010240	 1.677121	 1.724564	 0.010379	 0.050047		 1.222289
07/19/17 11:53:20 AM	 0.000027		 0.117483		 0.000037		 0.000000		 294.385438		 295.425465		 1373.125330		 0.000000	 0.000000	 4.623625	 0.010240	 1.676994	 1.724391	 0.010542	 0.050071		 1.222250
07/19/17 11:53:21 AM	 0.000023		 0.098759		 0.000031		 0.000000		 294.392228		 295.431719		 1371.987695		 0.000000	 0.000000	 4.623471	 0.010240	 1.677261	 1.724632	 0.010494	 0.050038		 1.222192
07/19/17 11:53:22 AM	 0.000015		 0.066878		 0.000021		 0.000000		 294.390875		 295.430388		 1373.194278		 0.000000	 0.000000	 4.623588	 0.010240	 1.677239	 1.724612	 0.010412	 0.050073		 1.222210
07/19/17 11:53:23 AM	 0.000013		 0.054766		 0.000017		 0.000000		 294.393134		 295.431537		 1372.987435		 0.000000	 0.000000	 4.623446	 0.010240	 1.677295	 1.724614	 0.010381	 0.050067		 1.222241
07/19/17 11:53:24 AM	 0.000023		 0.100401		 0.000032		 0.000000		 294.388509		 295.428897		 1372.297959		 0.000000	 0.000000	 4.623556	 0.010240	 1.677115	 1.724529	 0.010498	 0.050047		 1.222155
07/19/17 11:53:25 AM	 0.000028		 0.125938		 0.000039		 0.000000		 294.275379		 295.340833		 1372.987435		 0.000000	 0.000000	 4.623470	 0.010240	 1.671711	 1.720299	 0.010556	 0.050067		 1.222106
